;index;idUnico;nome;cep;endereco;descricao;funcaoSocial;metaGlobal;dataInicialPrevista;dataFinalPrevista;dataInicialEfetiva;dataFinalEfetiva;dataCadastro;especie;natureza;naturezaOutras;situacao;descPlanoNacionalPoliticaVinculado;uf;qdtEmpregosGerados;descPopulacaoBeneficiada;populacaoBeneficiada;observacoesPertinentes;isModeladaPorBim;dataSituacao;tomadores;executores;repassadores;eixos;tipos;subTipos;fontesDeRecurso;tomadores.nome;tomadores.codigo;executores.nome;executores.codigo;repassadores.nome;repassadores.codigo;eixos.id;eixos.descricao;subTipos.id;subTipos.descricao;subTipos.idTipo;fontesDeRecurso.origem;fontesDeRecurso.valorInvestimentoPrevisto
183;193;5799.53-71;"RDC 257/2021 - Lote A: Consultoria ambiental especializada - (LP); (LI); (ASV)";;;"Contratação de empresa de consultoria ambiental especializada na elaboração de estudos ambientais necessários para a obtenção de Licença Prévia (LP), Licença de Instalação (LI), Autorização de Supressão de Vegetação (ASV) de empreendimentos prioritários para o DNIT. O Lote A terá 14
empreendimentos localizados na maioria na região Norte do Brasil.";Ampliação da capacidade de trafego visando a melhoria da segurança do usuário.;Projetos Básicos e Executivos de Engenharia;2022-03-21;2027-05-23;;;2022-03-11;Construção;Estudo;;Cadastrada;;DF;;;;;False;2022-03-11;[];[{'nome': 'DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES', 'codigo': 54844}];[];[{'id': 3, 'descricao': 'Econômico'}];[{'id': 25, 'descricao': 'Rodovia', 'idEixo': 3}];[{'id': 4, 'descricao': 'Acessos Terrestres', 'idTipo': 25}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 47493500.0}];;;DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES;54844;;;3;Econômico;4;Acessos Terrestres;25;Federal;47493500.0
184;194;4407.53-56;Central de Logística e Apoio do Centro Nacional de Prevenção e Combate aos Incêndios Florestais (Prevfogo);;;Construção da edificação do Centro Especializado Prevfogo/Dipro/Ibama, estruturas de logística (almoxarifado e oficina de equipamentos), núcleos administrativos, sala de situação/crise e auditório modular. Objetivando a melhoria de gestão das ações preventivas e o pronto atendimento dos incêndios florestais. ;Garantir aos servidores e colaboradores, do Prevfogo, melhores condições de trabalho, para que a sociedade e o meio ambiente possa ter uma melhor resposta a prevenção e combate aos incêndios florestais, além de atividades adjacentes executadas pelo Centro Especializado.;Construção da edificação do Centro Especializado Prevfogo/Dipro/Ibama, estruturas de logística (almoxarifado e oficina de equipamentos), núcleos administrativos, sala de situação/crise e auditório modular. A área construída será de 2.841,51 m2, contendo estruturas de logística (almoxarifado e oficina de equipamentos), núcleos administrativos, sala de situação/crise e auditório modular. ;2019-06-27;2022-03-30;;;2021-11-09;;Projeto de Investimento em Infraestrutura;;Cadastrada;;DF;150;Será beneficiada a população brasileira, principalmente da região Centro-Oeste e Norte do país, pois a Central de Logística do Prevfogo proporcionará um melhor monitoramento e gerenciamento das operações de prevenção e combate aos incêndios florestais.;;;;2021-11-09;[];[];[];[];[];[];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 8523695.67}];;;;;;;;;;;;Federal;8523695.67
185;195;5161.53-54;Ampliação das usinas fotovoltaicas nos campi IFB;70.070-906;SAUS quadra 2 Bloco E Ed. Siderbras;"O objeto da presente licitação é a escolha da proposta mais vantajosa para a
contratação de empresa tecnicamente especializada para execução de serviço de
engenharia de instalação e fornecimento de usinas fotovoltaicas, com fornecimento de
material, conforme condições, quantidades e exigências estabelecidas neste Edital e seus
anexos.";atender aos usuários das diversas unidades do IFB e modernizar a fonte geradora de energia, tornando assim, todas as unidades mais sustentáveis. ;aumentar a oferta de cursos técnicos/tecnológicos e de curta duração, e para isso, necessita aumentar sua área para laboratórios e salas de aulas integradas a esses laboratórios.;2022-01-10;2022-07-29;;;2021-12-10;Ampliação;Obra;;Cadastrada;triplicar as matrículas da educação profissional técnica de nível médio, assegurando a qualidade da oferta e pelo menos 50% (cinquenta por cento) da expansão no segmento público;DF;;;;;;2021-12-10;[{'nome': 'INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA', 'codigo': 26356}];[{'nome': 'INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA', 'codigo': 26356}];[{'nome': 'MINISTÉRIO DA EDUCAÇÃO', 'codigo': 244}];[{'id': 4, 'descricao': 'Social'}];[{'id': 46, 'descricao': 'Educação', 'idEixo': 4}];[{'id': 84, 'descricao': 'Educação', 'idTipo': 46}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 1350000.0}];INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA;26356;INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA;26356;MINISTÉRIO DA EDUCAÇÃO;244;4;Social;84;Educação;46;Federal;1350000.0
186;196;5798.53-04;CP 107/2011 - SERVIÇO DE CONSULTORIA ;;;"SERVIÇO DE CONSULTORIA PARA PESQUISA DE VERIFICAÇÃO DA QUALIDADE NAS OBRAS E SERVIÇOS DE ENGENHARIA RODOVIÁRIA DO DNIT, COM BASE NO ATENDIMENTO ÀS NORMAS DA QUALIDADE DO ÓRGÃO, POR INTERMÉDIO DE UM PROGRAMA DE INSPEÇÃO DE CAMPO
";Ampliação da capacidade de trafego visando a melhoria da segurança do usuário.;Projetos Básicos e Executivos de Engenharia;2011-04-20;2023-04-08;;;2022-03-11;Ampliação;Outros;SERVIÇO DE CONSULTORIA PARA PESQUISA;Cadastrada;;DF;;;;;False;2022-03-11;[];[{'nome': 'DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES', 'codigo': 54844}];[];[{'id': 3, 'descricao': 'Econômico'}];[{'id': 25, 'descricao': 'Rodovia', 'idEixo': 3}];[{'id': 4, 'descricao': 'Acessos Terrestres', 'idTipo': 25}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 16216624.4}];;;DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES;54844;;;3;Econômico;4;Acessos Terrestres;25;Federal;16216624.4
187;197;37685.53-04;Reforma da cantina / refeitório do Campus Recanto das Emas ;72.620-100;Chácara 22 - Avenida Monjolo, Núcleo Rural Monjolo, atrás da Quadra 300 - Recanto das Emas, DF;Trata-se dos serviços de reforma e adequação da cantina situadas no Campus Recanto das Emas. A realização dos serviços irá contribuir para conservação da cantina, bem como, torna-las mais acessível aos usuários e permitir o controle de fluxo interno aos estabelecimentos, além de compatibilizar o local de preparo e armazenamento de alimentos as normas sanitárias vigentes. Após a conclusão desta obra, a cantina do campus passará a atender as diretrizes do projeto aprovado na VISA-DF.;Estabelecimento destinado a educação técnico profissionalizante.;Reforma da cantina do Campus Recanto das emas para adequá-la às normas de vigilância sanitária e proporcionar melhoria no fornecimento de alimentação aos estudantes do Instituto Federal de Brasília.;2024-06-10;2025-06-10;;;2024-06-05;Reforma;Obra;;Cadastrada;;DF;;;;;False;2024-06-05;[{'nome': 'INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA', 'codigo': 26356}];[{'nome': 'INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA', 'codigo': 26356}];[{'nome': 'MINISTÉRIO DA EDUCAÇÃO', 'codigo': 244}];[{'id': 4, 'descricao': 'Social'}];[{'id': 46, 'descricao': 'Educação', 'idEixo': 4}];[{'id': 84, 'descricao': 'Educação', 'idTipo': 46}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 192544.21}];INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA;26356;INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA;26356;MINISTÉRIO DA EDUCAÇÃO;244;4;Social;84;Educação;46;Federal;192544.21
188;198;4089.53-30;Perfuração e Instalação de Poços Tubulares Profundo;;;Sistema Simplificado de Captação e Reservação de Água;Dessedentação humana no meio rural;Perfuração e instalação de 100 poços;2018-07-12;2023-06-30;;;2021-10-07;Construção;Obra;;Cadastrada;;DF;;;;;;2021-10-07;[];[{'nome': 'SUPERINTENDENCIA REGIONAL DO INCRA NO DISTRITO FEDERAL E ENTORNO - SR-28 ', 'codigo': 2360944000103}];[];[{'id': 3, 'descricao': 'Econômico'}, {'id': 3, 'descricao': 'Econômico'}];[{'id': 22, 'descricao': 'Infraestrutura Hídrica, Portos, Hidrovia', 'idEixo': 3}, {'id': 22, 'descricao': 'Infraestrutura Hídrica, Portos, Hidrovia', 'idEixo': 3}];[{'id': 2, 'descricao': 'Abastecimento de Água', 'idTipo': 33}, {'id': 6, 'descricao': 'Água', 'idTipo': 22}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 8044859.16}];;;SUPERINTENDENCIA REGIONAL DO INCRA NO DISTRITO FEDERAL E ENTORNO - SR-28 ;2360944000103;;;3;Econômico;2;Abastecimento de Água;33;Federal;8044859.16
189;199;4089.53-30;Perfuração e Instalação de Poços Tubulares Profundo;;;Sistema Simplificado de Captação e Reservação de Água;Dessedentação humana no meio rural;Perfuração e instalação de 100 poços;2018-07-12;2023-06-30;;;2021-10-07;Construção;Obra;;Cadastrada;;DF;;;;;;2021-10-07;[];[{'nome': 'SUPERINTENDENCIA REGIONAL DO INCRA NO DISTRITO FEDERAL E ENTORNO - SR-28 ', 'codigo': 2360944000103}];[];[{'id': 3, 'descricao': 'Econômico'}, {'id': 3, 'descricao': 'Econômico'}];[{'id': 22, 'descricao': 'Infraestrutura Hídrica, Portos, Hidrovia', 'idEixo': 3}, {'id': 22, 'descricao': 'Infraestrutura Hídrica, Portos, Hidrovia', 'idEixo': 3}];[{'id': 2, 'descricao': 'Abastecimento de Água', 'idTipo': 33}, {'id': 6, 'descricao': 'Água', 'idTipo': 22}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 8044859.16}];;;SUPERINTENDENCIA REGIONAL DO INCRA NO DISTRITO FEDERAL E ENTORNO - SR-28 ;2360944000103;;;3;Econômico;6;Água;22;Federal;8044859.16
190;202;4452.53-00;Pavimentação de Vias Públicas em Brasília/Sede;;;A pavimentação das vias contribui para inserção mercadológica e dinamização das atividades produtivas do município, melhorando a logística e o acesso aos pontos de comercialização;Promover o desenvolvimento regional, por meio de pavimentação, recapeamento e calçamento de vias públicas, proporcionando acessibilidade e escoamento da produção local, de forma segura, socialmente inclusiva e sustentável;A pavimentação das vias contribui para inserção mercadológica e dinamização das atividades produtivas, melhorando a logística e o acesso aos pontos de comercialização.;2020-11-12;2021-12-31;;;2021-11-12;Construção;Obra;;Cadastrada;;DF;;;;;;2021-11-12;[];[{'nome': 'COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E DO PARNAÍBA', 'codigo': 169}];[];[{'id': 4, 'descricao': 'Social'}];[{'id': 37, 'descricao': 'Infraestrutura Urbana e Mobilidade', 'idEixo': 4}];[{'id': 75, 'descricao': 'Urbanização', 'idTipo': 37}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 43877538.59}];;;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E DO PARNAÍBA;169;;;4;Social;75;Urbanização;37;Federal;43877538.59
191;203;5218.53-13;OBRA CONSTRUÇÃO DO EDIFÍCIO DO INSTITUTO DE ARTES - IDA;;;OBRA CONSTRUÇÃO DO EDIFÍCIO DO INSTITUTO DE ARTES - IDA, LOCALIZADO NO SETOR SUL DO CAMPUS UNIVERSITÁRIO DARCY RIBEIRO, DA UNIVERSIDADE DE BRASÍLIA, EM BRASÍLIA/DF, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NESTE EDITAL E SEUS ANEXOS.;"O Instituto de Artes ocupa os mesmos espaços físicos que  há dez anos atrás, sendo que atualmente comporta 800 alunos a mais. Esse aumento quantitativo de alunos deu-se em função da adesão ao Reuni, a criação do curso de Teoria Crítica e História da Arte e a criação de três novos Programas de Pós Graduação.

Atualmente o Instituto de Artes é composto por 4 departamentos e 5 programas de pós graduação. Oferecendo 14 cursos em nível de graduação e sete cursos a nível de pós- graduação (5 mestrados e dois doutorados).

A comunidade do IdA é composta por 42 servidores técnicos administrativos, 129 professores e cerca de 1800 alunos. Para se fazer um comparativo em 2010 contávamos com 90 professores efetivos, dois programas de pós graduação, apenas com mestrado e totalizávamos 890 alunos.

Em face do crescimento do Instituto e do estrangulamento dos espaços físicos, atualmente o Instituto ocupa três módulos no subsolo do ICC com o curso de Design e demanda salas em pavilhões para que as aulas do curso de Teoria Crítica e História da Arte sejam ministradas.

Dentre os três modos, ocupados pelo curso de Design, apenas dois, somando 800 m², são utilizados. O terceiro módulo não tem ventilação adequada, desenvolveu mofo que colocou em risco a vida dos servidores, sendo que dois deles adoeceram enquanto trabalhavam no local.

O departamento de design, oferece dois cursos de graduação e um de pós-graduação,  ocupa 6 laboratórios, 4 salas de aula, 6 salas de professores, espaço administrativo, centro acadêmico e empresa junior.

O curso de Teoria Crítica e História da Arte ocupa semanalmente 20 salas de aula nos pavilhões multiuso da UnB, tem entrada semestral de 50 alunos, utilizando 5 salas simultâneas para ministrar disciplinas teóricas, além disso, compartilha, no prédio SG1, laboratórios de prática artísticas com o bacharelado e a licenciatura em Artes Visuais.";"Trata-se de demanda de ampliação de espaço físico do Instituto de Artes - IdA 

Atualmente o Instituto de Artes – IdA - é composto por 42 servidores técnicos administrativos, 129 professores e cerca de 1800 alunos, segundo informações da própria unidade.

O Instituto pleiteou a ampliação de seu espaço físico em razão de não ter recebido acréscimo de área nos últimos dez anos, embora tenha sofrido incremente de sua comunidade discente em mais de 800 alunos, além de inúmeros docentes. Essa ampliação ocorreu em função da adesão ao Reuni, da criação do curso de Teoria Crítica e História da Arte e da criação de três novos Programas de Pós-Graduação.

Uma vez que o IdA não foi contemplada com acréscimo de espaço físico, a unidade informa que alguns cursos desenvolvem suas atividades em espaços insuficientes e de caráter provisório, pois não atendem corretamente as necessidades e geram espaços apertados e insalubres.

Considerando o exposto, a unidade priorizou a necessidade de retirar o curso de Design do subsolo do ICC, a unificação das aulas do curso de Teoria Crítica e História da Arte em um único espaço, além de  centralizar os espaços administrativos e designar áreas para gestão em um único edifício.

Portanto, a construção de uma sede própria constitui medida necessária para proporcionar ao demandante melhores condições espaciais para desenvolver suas atividades finalísticas, além de viabilizar a implementação de ações de planejamento institucional no contexto do Plano de Reordenamento do ICC e a respectiva designação a área atualmente ocupada pelo IdA a outra unidade de modo que também possa ampliar sua área com vistas ao ensino, pesquisa e extensão.";2022-01-17;2023-06-17;;;2021-12-10;Construção;Obra;;Cadastrada;obra em tela foi incluída no Plano de Obras 2021 da Universidade de Brasília, aprovado na 405ª Reunião do CAD por meio da RESOLUÇÃO DO CONSELHO DE ADMINISTRAÇÃO Nº 0032/2021 (6781685), constante nos autos do  SEI 23106.065389/2021-99. ;DF;;;;;;2021-12-10;[];[{'nome': 'FUNDACAO UNIVERSIDADE DE BRASILIA', 'codigo': 26271}];[{'nome': 'FUNDACAO UNIVERSIDADE DE BRASILIA', 'codigo': 26271}];[{'id': 4, 'descricao': 'Social'}];[{'id': 46, 'descricao': 'Educação', 'idEixo': 4}];[{'id': 84, 'descricao': 'Educação', 'idTipo': 46}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 20785637.18}];;;FUNDACAO UNIVERSIDADE DE BRASILIA;26271;FUNDACAO UNIVERSIDADE DE BRASILIA;26271;4;Social;84;Educação;46;Federal;20785637.18
192;204;5406.53-89;da pista de atletismo oficial para competições (pista 01) e da pista de treinamento (pista 02), localizada no Centro Olímpico da Universidade de Brasília;70.910-900;Campus universitário Darcy Ribeiro, Centro Olímpico;Obra de reforma da pista de atletismo oficial para competições (pista 01) e da pista de treinamento (pista 02), localizada no Centro Olímpico da Universidade de Brasília, Setor COL, Brasília/DF;Dar condições adequadas de uso Às pistas de atletismo do Centro Olímpico da UnB, permitindo a prática desportiva;Conclusão da obra de reforma da pista de atletismo oficial para competições (pista 01) e da pista de treinamento (pista 02), localizada no Centro Olímpico da Universidade de Brasília, Setor COL, Brasília/DF;2020-01-13;2022-01-30;;;2021-12-24;Reforma;Obra;;Cadastrada;;DF;;;;;;2021-12-24;[];[{'nome': 'FUNDACAO UNIVERSIDADE DE BRASILIA', 'codigo': 26271}];[{'nome': 'MINISTERIO DO ESPORTE', 'codigo': 51000}];[{'id': 1, 'descricao': 'Administrativo'}];[{'id': 8, 'descricao': 'Educação', 'idEixo': 1}];[{'id': 84, 'descricao': 'Educação', 'idTipo': 46}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 4157000.0}];;;FUNDACAO UNIVERSIDADE DE BRASILIA;26271;MINISTERIO DO ESPORTE;51000;1;Administrativo;84;Educação;46;Federal;4157000.0
193;205;3836.53-40;Contrato novo - SICRO - FGV;;;Prestação de serviços técnicos especializados, referentes à manutenção do Sistema de Custos Referenciais de Obras - SICRO, à manutenção da Tabela de Preços de Consultoria, à manutenção dos Custos Médios Gerenciais, à realização da pesquisa nacional de preços de insumos, ao cálculo dos índices de reajustamento de obras pelos quais o DNIT responde, ao desenvolvimento de estudos especiais na área de custos que incorporem melhorias ou inovações aos sistemas de custos sob a responsabilidade da Coordenação- Geral de Custos de Infraestrutura de Transportes, bem como ao apoio técnico a essa setorial na execução de suas atribuições relacionadas a este instrumento.;Ampliação da capacidade de trafego visando a melhoria da segurança do usuário.;Projetos Básicos e Executivos de Engenharia;2021-09-20;2025-03-20;;;2021-09-14;Ampliação;Estudo;;Cadastrada;;DF;;;;;;2021-09-14;[];[{'nome': 'DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES', 'codigo': 54844}];[];[{'id': 3, 'descricao': 'Econômico'}];[{'id': 25, 'descricao': 'Rodovia', 'idEixo': 3}];[{'id': 4, 'descricao': 'Acessos Terrestres', 'idTipo': 25}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 90459826.62}];;;DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES;54844;;;3;Econômico;4;Acessos Terrestres;25;Federal;90459826.62
194;206;3779.53-45;Obra de restauração estrutural do mezanino;;;"Trata-se de obra de restauração estrutural do mezanino, localizado no acesso Norte do Instituto
Central de Ciências, no Campus Universitário Darcy Ribeiro, da Universidade de Brasília, em
Brasília/DF. ";"O ICC foi projetado pelo arquiteto Oscar Niemeyer e começou a ser edificado em 1962, sendo
concluído em 1975. As estruturas dos mezaninos das entradas Sul e Norte foram idealizadas com
balanços nas duas extremidades de uma grande marquise, voltadas para as aberturas nas
fachadas oeste e leste do ICC. O projeto arquitetônico concebeu uma laje que possui um balanço
de 12 m até um apoio intermediário de 7 pilares, seguido por um vão de 14 m, apoiados em dente
gerber. Os mezaninos foram executados em concreto protendido moldado no local com a
utilização do sistema de mesa dupla (caixão perdido) de seção transversal com altura total de 60
cm. É um sistema estrutural hiperestático de grelhas, de elementos protendidos e um sistema de
apoio em dente Gerber.
A estrutura foi avaliada no âmbito do Grupo de Trabalho constituído pela Magnífica Reitora por
meio do Ato nº 999/2019, para analisar as estruturas das edificações acadêmicas e
administrativas da Universidade de Brasília, que proferiu o Parecer Técnico 01/2019 – GT –
Avaliação estrutural, constante no processo SEI N° 23106.050636/2019-38). Neste documento,
aponta-se um cenário de deterioração crescente, causado por patologias estruturais resultantes
da corrosão de armadura e do desplacamento de camada de cobrimento de concreto. A partir do
parecer desprende-se a necessidade de avaliação técnica detalhada referente a extensão das
patologias existentes na laje do mezanino e a de elaboração de solução definitiva para recuperar
o valioso patrimônio arquitetônico
Haja vista as atribuições da equipe técnica da Secretaria de Infraestrutura em dar suporte ao
aludido Grupo de Trabalho, foram contratados serviços especializados em engenharia de ensaios
e laudo de segurança estrutural. Os ensaios e laudo foram contratados consoante as
especificações e orientações técnicas fornecidas pelo grupo de especialistas que compõe o GT.
";"A obra de restauração estrutural do mezanino, localizado no acesso Norte do Instituto Central de Ciências, Campus Universitário Darcy Ribeiro, da Universidade de Brasília é motivada pelas conclusões apresentadas pelo Grupo de Trabalho constituído pela Magnífica Reitora por meio do Ato nº 999/2019 (3792358), que, em parecer inserto nos autos do processo SEI 23106.050636/2019-38, solicita a realização de ""estudo detalhado com a previsão de realização de ensaios destrutivos e não destrutivos para caracterização dos materiais, bem como, a simulação estrutural do sistema na condição real devido às patologias existentes para determinação do atual nível de segurança da estrutura e possíveis soluções"" (3824036), grifos do original. 

A região do mezanino analisada é um sistema estrutural em grelhas hiperestáticas com elementos protendidos e sistema de apoio por dente Gerber. Os documentos técnicos apontam deterioração devido processo de corrosão das armaduras da estrutura, que, em função do sistema estrutural e suas especificidades, acarretam risco e expõe a necessidade de intervenção imediata, com a execução do projeto de restauração estrutural.

Isto posto e considerando que esta estrutura está sobre o acesso ao ICC, que possui intenso fluxo de pessoas, a situação oferece ameaça em potencial à integridade física dos transeuntes, além daquela relacionada à integridade da própria estrutura. Assim sendo, faz-se necessário implementar ações imediatas com vistas a mitigar este cenário.   ";2021-02-04;2021-11-04;;;2021-09-03;Reforma;Obra;;Cadastrada;obra está contemplada no Plano de Obras de 2019 da Universidade (4026643), aprovado pelo 392ª reunião do Conselho de Administração, realizada em 27/06/2019;DF;;;;;;2021-09-03;[];[{'nome': 'FUNDACAO UNIVERSIDADE DE BRASILIA', 'codigo': 26271}];[{'nome': 'FUNDACAO UNIVERSIDADE DE BRASILIA', 'codigo': 26271}];[{'id': 1, 'descricao': 'Administrativo'}];[{'id': 8, 'descricao': 'Educação', 'idEixo': 1}];[{'id': 59, 'descricao': 'Obras em Imóveis de Uso Público', 'idTipo': 5}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 266563.26}];;;FUNDACAO UNIVERSIDADE DE BRASILIA;26271;FUNDACAO UNIVERSIDADE DE BRASILIA;26271;1;Administrativo;59;Obras em Imóveis de Uso Público;5;Federal;266563.26
195;207;4503.53-86;Obra de Desenvolvimento de Teste da Websis - Fabrica de Software - MDRR;70067-901;Esplanada dos Ministérios, Bloco E, S N - Zona Cvico-Administrativa, sala 612R;Projeto de desenvolvimento do MDR para integrar com api do CIPI.R;Habitar o envio de empreendimentos pelo MDR para o CIPI em lote.R;Possibilitar subir um arquivo com varias obras a serem cadastradas e obter o id CIPIR;2021-08-13;2021-08-18;;;2021-11-16;Reforma;Projeto de Investimento em Infraestrutura;outros;Cadastrada;;DF;;;;;;2021-11-16;[{'nome': 'FUND.UNIVERSIDADE FEDERAL VALE SAO FRANCISCO', 'codigo': 26230}];[{'nome': 'MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL', 'codigo': 308799}];[{'nome': 'MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL', 'codigo': 308799}];[{'id': 4, 'descricao': 'Social'}];[{'id': 45, 'descricao': 'Desenvolvimento', 'idEixo': 4}];[{'id': 38, 'descricao': 'Saneamento', 'idTipo': 45}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 300000.0}];FUND.UNIVERSIDADE FEDERAL VALE SAO FRANCISCO;26230;MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL;308799;MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL;308799;4;Social;38;Saneamento;45;Federal;300000.0
196;208;3702.53-97;Processo para aquisição de Caixas D’água para aumento da capacidade de armazenamento de água na Academia Nacional de Polícia, considerando o nº de alunos que esta escola de governo abrigará nos próxim;;;Processo para aquisição de Caixas D’água para aumento da capacidade de armazenamento de água na Academia Nacional de Polícia, considerando o nº de alunos que esta escola de governo abrigará nos próximos 12 meses;Segurança Pública;Processo para aquisição de Caixas D’água para aumento da capacidade de armazenamento de água na Academia Nacional de Polícia, considerando o nº de alunos que esta escola de governo abrigará nos próximos 12 meses;2021-03-02;2021-09-30;;;2021-08-31;Ampliação;Obra;;Cadastrada;Plano de Obras da Polícia federal;DF;;;;;;2021-08-31;[];[{'nome': 'DEPARTAMENTO DE POLICIA FEDERAL', 'codigo': 30108}];[];[{'id': 1, 'descricao': 'Administrativo'}];[{'id': 1, 'descricao': 'Segurança Pública', 'idEixo': 1}];[{'id': 59, 'descricao': 'Obras em Imóveis de Uso Público', 'idTipo': 5}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 74000.0}];;;DEPARTAMENTO DE POLICIA FEDERAL;30108;;;1;Administrativo;59;Obras em Imóveis de Uso Público;5;Federal;74000.0
197;209;2039.53-99;Ampliação e reforma do refeitório do Edifício Sede do Banco Central do Brasil em Bras´ília/DF;1;;Ampliação e reforma do refeitório do Edifício Sede do Banco Central do Brasil em Bras´ília/DF;Adequar as instalações do Edifício Sede do Banco Central em Brasília/DF para o uso dos servidores e colaboradores.;Ampliação da área do refeitório de 125m² para 230m² e da oferta de posições para os usuários de 84 para 140.;2021-01-04;2021-08-01;;;2021-05-19;Reforma;Obra;;Cadastrada;;DF;;;;;;2021-05-19;[{'nome': 'BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL', 'codigo': 25201}];[{'nome': 'BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL', 'codigo': 25201}];[];[{'id': 1, 'descricao': 'Administrativo'}];[{'id': 5, 'descricao': 'Administrativo', 'idEixo': 1}];[{'id': 59, 'descricao': 'Obras em Imóveis de Uso Público', 'idTipo': 5}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 234907.93}];BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL;25201;BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL;25201;;;1;Administrativo;59;Obras em Imóveis de Uso Público;5;Federal;234907.93
198;210;22429.53-04;Contrato 18/2023 - Serviço de sondagem a ser utilizado na elaboração do projeto de fundações de 04 OBM's do CBMDF.;;;Contrato 18/2023 - Serviço de sondagem a ser utilizado na elaboração do projeto de fundações de 04 OBM's do CBMDF.;A construção de novos quartéis do CBMDF irá contribuir para o aumento da segurança da comunidade.;A construção de novos quartéis do CBMDF irá contribuir para o aumento da segurança da comunidade.;2023-05-29;2024-05-29;;;2023-05-29;Construção;Estudo;;Cadastrada;;DF;;;;;False;2023-05-29;[{'nome': 'CORPO DE BOMBEIROS MILITAR DO DISTRITO FEDERAL', 'codigo': 8977914000119}];[{'nome': 'CORPO DE BOMBEIROS MILITAR DO DISTRITO FEDERAL', 'codigo': 8977914000119}];[];[{'id': 1, 'descricao': 'Administrativo'}];[{'id': 1, 'descricao': 'Segurança Pública', 'idEixo': 1}];[{'id': 59, 'descricao': 'Obras em Imóveis de Uso Público', 'idTipo': 1}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 45000.0}];CORPO DE BOMBEIROS MILITAR DO DISTRITO FEDERAL;8977914000119;CORPO DE BOMBEIROS MILITAR DO DISTRITO FEDERAL;8977914000119;;;1;Administrativo;59;Obras em Imóveis de Uso Público;1;Federal;45000.0
